,RAW_IMU.xacc,RAW_IMU.yacc,RAW_IMU.zacc,RAW_IMU.xgyro,RAW_IMU.ygyro,RAW_IMU.zgyro,RAW_IMU.xmag,RAW_IMU.ymag,RAW_IMU.zmag,SCALED_IMU2.xacc,SCALED_IMU2.yacc,SCALED_IMU2.zacc,SCALED_IMU2.xgyro,SCALED_IMU2.ygyro,SCALED_IMU2.zgyro,SCALED_IMU2.xmag,SCALED_IMU2.ymag,SCALED_IMU2.zmag,SCALED_IMU3.xacc,SCALED_IMU3.yacc,SCALED_IMU3.zacc,SCALED_IMU3.xgyro,SCALED_IMU3.ygyro,SCALED_IMU3.zgyro,SCALED_IMU3.xmag,SCALED_IMU3.ymag,SCALED_IMU3.zmag,SCALED_PRESSURE.press_abs,SCALED_PRESSURE.press_diff,SCALED_PRESSURE.temperature,SCALED_PRESSURE2.press_abs,SCALED_PRESSURE2.press_diff,SCALED_PRESSURE2.temperature,GPS_RAW_INT.fix_type,GPS_RAW_INT.lat,GPS_RAW_INT.lon,GPS_RAW_INT.alt,GPS_RAW_INT.eph,GPS_RAW_INT.epv,GPS_RAW_INT.vel,GPS_RAW_INT.cog,GPS_RAW_INT.satellites_visible,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg,LOCAL_POSITION_NED.x,LOCAL_POSITION_NED.y,LOCAL_POSITION_NED.z,LOCAL_POSITION_NED.vx,LOCAL_POSITION_NED.vy,LOCAL_POSITION_NED.vz,POSITION_TARGET_LOCAL_NED.coordinate_frame,POSITION_TARGET_LOCAL_NED.type_mask,POSITION_TARGET_LOCAL_NED.x,POSITION_TARGET_LOCAL_NED.y,POSITION_TARGET_LOCAL_NED.z,POSITION_TARGET_LOCAL_NED.vx,POSITION_TARGET_LOCAL_NED.vy,POSITION_TARGET_LOCAL_NED.vz,POSITION_TARGET_LOCAL_NED.afx,POSITION_TARGET_LOCAL_NED.afy,POSITION_TARGET_LOCAL_NED.afz,POSITION_TARGET_LOCAL_NED.yaw,POSITION_TARGET_LOCAL_NED.yaw_rate,SERVO_OUTPUT_RAW.port,SERVO_OUTPUT_RAW.servo1_raw,SERVO_OUTPUT_RAW.servo2_raw,SERVO_OUTPUT_RAW.servo3_raw,SERVO_OUTPUT_RAW.servo4_raw,SERVO_OUTPUT_RAW.servo5_raw,SERVO_OUTPUT_RAW.servo6_raw,SERVO_OUTPUT_RAW.servo7_raw,SERVO_OUTPUT_RAW.servo8_raw,RC_CHANNELS_RAW.port,RC_CHANNELS_RAW.chan1_raw,RC_CHANNELS_RAW.chan2_raw,RC_CHANNELS_RAW.chan3_raw,RC_CHANNELS_RAW.chan4_raw,RC_CHANNELS_RAW.chan5_raw,RC_CHANNELS_RAW.chan6_raw,RC_CHANNELS_RAW.chan7_raw,RC_CHANNELS_RAW.chan8_raw,RC_CHANNELS_RAW.rssi,RC_CHANNELS.chancount,RC_CHANNELS.chan1_raw,RC_CHANNELS.chan2_raw,RC_CHANNELS.chan3_raw,RC_CHANNELS.chan4_raw,RC_CHANNELS.chan5_raw,RC_CHANNELS.chan6_raw,RC_CHANNELS.chan7_raw,RC_CHANNELS.chan8_raw,RC_CHANNELS.chan9_raw,RC_CHANNELS.chan10_raw,RC_CHANNELS.chan11_raw,RC_CHANNELS.chan12_raw,RC_CHANNELS.chan13_raw,RC_CHANNELS.chan14_raw,RC_CHANNELS.chan15_raw,RC_CHANNELS.chan16_raw,RC_CHANNELS.chan17_raw,RC_CHANNELS.chan18_raw,RC_CHANNELS.rssi,ATTITUDE.roll,ATTITUDE.pitch,ATTITUDE.yaw,ATTITUDE.rollspeed,ATTITUDE.pitchspeed,ATTITUDE.yawspeed,ATTITUDE_TARGET.type_mask,ATTITUDE_TARGET.q,ATTITUDE_TARGET.body_roll_rate,ATTITUDE_TARGET.body_pitch_rate,ATTITUDE_TARGET.body_yaw_rate,ATTITUDE_TARGET.thrust,SYSTEM_TIME.time_unix_usec,DISTANCE_SENSOR.min_distance,DISTANCE_SENSOR.max_distance,DISTANCE_SENSOR.current_distance,DISTANCE_SENSOR.type,DISTANCE_SENSOR.id,DISTANCE_SENSOR.orientation,DISTANCE_SENSOR.covariance,VIBRATION.vibration_x,VIBRATION.vibration_y,VIBRATION.vibration_z,VIBRATION.clipping_0,VIBRATION.clipping_1,VIBRATION.clipping_2,time_s
76435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,601916326.0,295212120.0,13210.0,67.0,114.0,2.0,6424.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
76535000.0,27.083333333333332,-74.08333333333333,-968.75,-0.08333333333333333,1.0,0.0,118.08333333333333,-28.0,505.0833333333333,18.416666666666668,-15.25,-1036.0,7.75,13.166666666666666,-3.75,138.0,-303.0,622.9166666666666,44.083333333333336,-73.08333333333333,-1008.9166666666666,-1.0,-1.8333333333333333,0.08333333333333333,-31.75,-317.8333333333333,418.8333333333333,1004.4796549479166,0.0,1843.5,1005.2605285644531,-0.00827473922011753,1707.5,3.0,601916325.8181819,295212119.0,13209.09090909091,67.0,114.0,2.2727272727272725,6424.0,18.0,601916370.8333334,295212222.1666667,11520.0,1523.0833333333333,-3.0,-4.166666666666667,-2.0,3741.0,-0.19349132850766182,1.2579923768838246,-1.5231980383396149,-0.032296164271732174,-0.04907098629822334,-0.02372878681247433,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.9166666666667,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08621265863378842,0.01989552363132437,0.6530326008796692,-0.0008546494306453193,0.0014713915879838169,0.0007148512013372965,0.0,,1.0981704878787468e-08,7.205852192715412e-09,-7.299078008671245e-11,0.0,1553444869638895.2,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.017944879985104006,0.016983122875293095,0.02842154602209727,0.0,0.0,0.0,0.09999999999999999
76635000.0,27.166666666666668,-74.16666666666667,-968.5,-0.16666666666666666,1.0,0.0,118.16666666666667,-28.0,505.1666666666667,18.833333333333332,-14.5,-1037.0,7.5,13.333333333333334,-3.5,138.0,-303.0,622.8333333333334,44.166666666666664,-73.16666666666667,-1008.8333333333334,-1.0,-1.6666666666666667,0.16666666666666666,-31.5,-317.6666666666667,418.6666666666667,1004.4782918294271,0.0,1844.0,1005.261474609375,-0.007330728850016992,1708.0,3.0,601916325.6363636,295212118.0,13208.181818181818,67.0,114.0,2.5454545454545454,6424.0,18.0,601916370.6666666,295212220.3333333,11520.0,1523.1666666666667,-3.0,-4.333333333333333,-2.0,3741.0,-0.19536247104406357,1.2481870452562969,-1.5233394503593445,-0.03231580244998137,-0.05010579961041609,-0.023796535717944305,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.8333333333333,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862213025490443,0.019884232121209305,0.6530287265777588,-0.0009133508331918468,0.0014364958042278886,0.0006791813793824986,0.0,,9.715247273334171e-09,6.630581084188236e-09,1.457275744520814e-09,0.0,1553444869723990.5,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.0177980608617266,0.017029112825791042,0.02826490191121896,0.0,0.0,0.0,0.19999999999999998
76735000.0,27.25,-74.25,-968.25,-0.25,1.0,0.0,118.25,-28.0,505.25,19.25,-13.75,-1038.0,7.25,13.5,-3.25,138.0,-303.0,622.75,44.25,-73.25,-1008.75,-1.0,-1.5,0.25,-31.25,-317.5,418.5,1004.4769287109375,0.0,1844.5,1005.2624206542969,-0.006386718479916453,1708.5,3.0,601916325.4545455,295212117.0,13207.272727272728,67.0,114.0,2.8181818181818183,6424.0,18.0,601916370.5,295212218.5,11520.0,1523.25,-3.0,-4.5,-2.0,3741.0,-0.19723361358046532,1.238381713628769,-1.523480862379074,-0.03233544062823057,-0.05114061292260885,-0.023864284623414278,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.75,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08622994646430016,0.019872940611094236,0.6530248522758484,-0.0009720522357383743,0.0014016000204719603,0.0006435115574277006,0.0,,8.448789667880874e-09,6.055309975661061e-09,2.9875422691283404e-09,0.0,1553444869809085.8,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.0176512417383492,0.017075102776288986,0.028108257800340652,0.0,0.0,0.0,0.3
76835000.0,27.333333333333332,-74.33333333333333,-968.0,-0.3333333333333333,1.0,0.0,118.33333333333333,-28.0,505.3333333333333,19.666666666666668,-13.0,-1039.0,7.0,13.666666666666666,-3.0,138.0,-303.0,622.6666666666666,44.333333333333336,-73.33333333333333,-1008.6666666666666,-1.0,-1.3333333333333335,0.3333333333333333,-31.0,-317.3333333333333,418.3333333333333,1004.4755655924479,0.0,1845.0,1005.2633666992188,-0.005442708109815916,1709.0,3.0,601916325.2727273,295212116.0,13206.363636363636,67.0,114.0,3.090909090909091,6424.0,18.0,601916370.3333334,295212216.6666667,11520.0,1523.3333333333333,-3.0,-4.666666666666667,-2.0,3741.0,-0.19910475611686707,1.228576382001241,-1.5236222743988037,-0.032355078806479774,-0.05217542623480161,-0.02393203352888425,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.6666666666667,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08623859037955602,0.019861649100979168,0.653020977973938,-0.0010307536382849019,0.001366704236716032,0.0006078417354729027,0.0,,7.182332062427577e-09,5.480038867133885e-09,4.517808793735867e-09,0.0,1553444869894181.0,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.017504422614971798,0.01712109272678693,0.027951613689462345,0.0,0.0,0.0,0.39999999999999997
76935000.0,27.416666666666668,-74.41666666666667,-967.75,-0.41666666666666663,1.0,0.0,118.41666666666667,-28.0,505.4166666666667,20.083333333333332,-12.25,-1040.0,6.75,13.833333333333334,-2.75,138.0,-303.0,622.5833333333334,44.416666666666664,-73.41666666666667,-1008.5833333333334,-1.0,-1.1666666666666667,0.41666666666666663,-30.75,-317.1666666666667,418.1666666666667,1004.4742024739584,0.0,1845.5,1005.2643127441406,-0.004498697739715378,1709.5,3.0,601916325.0909091,295212115.0,13205.454545454546,67.0,114.0,3.3636363636363633,6424.0,18.0,601916370.1666666,295212214.8333333,11520.0,1523.4166666666667,-3.0,-4.833333333333333,-2.0,3741.0,-0.20097589865326881,1.2187710503737132,-1.5237636864185333,-0.03237471698472897,-0.053210239546994366,-0.023999782434354227,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.5833333333333,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08624723429481189,0.019850357590864103,0.6530171036720276,-0.0010894550408314292,0.0013318084529601038,0.0005721719135181047,0.0,,5.915874456974279e-09,4.9047677586067095e-09,6.048075318343393e-09,0.0,1553444869979276.2,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.017357603491594393,0.017167082677284878,0.027794969578584034,0.0,0.0,0.0,0.5
77035000.0,27.5,-74.5,-967.5,-0.5,1.0,0.0,118.5,-28.0,505.5,20.5,-11.5,-1041.0,6.5,14.0,-2.5,138.0,-303.0,622.5,44.5,-73.5,-1008.5,-1.0,-1.0,0.5,-30.5,-317.0,418.0,1004.4728393554688,0.0,1846.0,1005.2652587890625,-0.0035546873696148396,1710.0,3.0,601916324.9090909,295212114.0,13204.545454545454,67.0,114.0,3.6363636363636362,6424.0,18.0,601916370.0,295212213.0,11520.0,1523.5,-3.0,-5.0,-2.0,3741.0,-0.20284704118967056,1.2089657187461853,-1.523905098438263,-0.03239435516297817,-0.054245052859187126,-0.0240675313398242,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.5,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08625587821006775,0.019839066080749035,0.6530132293701172,-0.0011481564433779567,0.0012969126692041755,0.0005365020915633067,0.0,,4.649416851520982e-09,4.329496650079534e-09,7.57834184295092e-09,0.0,1553444870064371.5,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.01721078436821699,0.01721307262778282,0.027638325467705727,0.0,0.0,0.0,0.6
77135000.0,27.583333333333332,-74.58333333333333,-967.25,-0.5833333333333333,1.0,0.0,118.58333333333333,-28.0,505.5833333333333,20.916666666666668,-10.75,-1042.0,6.25,14.166666666666666,-2.25,138.0,-303.0,622.4166666666666,44.583333333333336,-73.58333333333333,-1008.4166666666666,-1.0,-0.8333333333333335,0.5833333333333333,-30.25,-316.8333333333333,417.8333333333333,1004.4714762369791,0.0,1846.5,1005.2662048339844,-0.002610676999514302,1710.5,3.0,601916324.7272727,295212113.0,13203.636363636364,67.0,114.0,3.909090909090909,6424.0,18.0,601916369.8333334,295212211.1666667,11520.0,1523.5833333333333,-3.0,-5.166666666666666,-2.0,3741.0,-0.2047181837260723,1.1991603871186574,-1.5240465104579926,-0.032413993341227375,-0.055279866171379886,-0.024135280245294172,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.4166666666667,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08626452212532361,0.019827774570633967,0.6530093550682068,-0.001206857845924484,0.0012620168854482472,0.0005008322696085088,0.0,,3.382959246067685e-09,3.7542255415523584e-09,9.108608367558446e-09,0.0,1553444870149466.8,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.01706396524483959,0.017259062578280766,0.02748168135682742,0.0,0.0,0.0,0.7
77235000.0,27.666666666666668,-74.66666666666667,-967.0,-0.6666666666666666,1.0,0.0,118.66666666666667,-28.0,505.6666666666667,21.333333333333332,-10.0,-1043.0,6.0,14.333333333333334,-2.0,138.0,-303.0,622.3333333333334,44.666666666666664,-73.66666666666667,-1008.3333333333334,-1.0,-0.6666666666666667,0.6666666666666666,-30.0,-316.6666666666667,417.6666666666667,1004.4701131184896,0.0,1847.0,1005.2671508789062,-0.001666666629413764,1711.0,3.0,601916324.5454545,295212112.0,13202.727272727272,67.0,114.0,4.181818181818182,6424.0,18.0,601916369.6666666,295212209.3333333,11520.0,1523.6666666666667,-3.0,-5.333333333333333,-2.0,3741.0,-0.20658932626247406,1.1893550554911296,-1.5241879224777222,-0.03243363151947657,-0.05631467948357264,-0.02420302915076415,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.3333333333333,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08627316604057948,0.0198164830605189,0.6530054807662964,-0.0012655592484710116,0.001227121101692319,0.00046516244765371084,0.0,,2.1165016406143877e-09,3.178954433025183e-09,1.0638874892165973e-08,0.0,1553444870234562.0,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016917146121462185,0.017305052528778713,0.027325037245949108,0.0,0.0,0.0,0.7999999999999999
77335000.0,27.75,-74.75,-966.75,-0.75,1.0,0.0,118.75,-28.0,505.75,21.75,-9.25,-1044.0,5.75,14.5,-1.75,138.0,-303.0,622.25,44.75,-73.75,-1008.25,-1.0,-0.5,0.75,-29.75,-316.5,417.5,1004.46875,0.0,1847.5,1005.2680969238281,-0.0007226562593132257,1711.5,3.0,601916324.3636364,295212111.0,13201.818181818182,67.0,114.0,4.454545454545454,6424.0,18.0,601916369.5,295212207.5,11520.0,1523.75,-3.0,-5.5,-2.0,3741.0,-0.2084604687988758,1.1795497238636017,-1.5243293344974518,-0.03245326969772577,-0.0573494927957654,-0.02427077805623412,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.25,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628180995583534,0.019805191550403833,0.653001606464386,-0.0013242606510175392,0.0011922253179363906,0.0004294926256989129,0.0,,8.500440351610905e-10,2.6036833244980073e-09,1.2169141416773499e-08,0.0,1553444870319657.2,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016770326998084784,0.017351042479276657,0.0271683931350708,0.0,0.0,0.0,0.8999999999999999
77435000.0,27.833333333333332,-74.83333333333333,-966.5,-0.8333333333333333,1.0,0.0,118.83333333333333,-28.0,505.8333333333333,22.166666666666668,-8.5,-1045.0,5.5,14.666666666666666,-1.5,138.0,-303.0,622.1666666666666,44.833333333333336,-73.83333333333333,-1008.1666666666666,-1.0,-0.3333333333333335,0.8333333333333333,-29.5,-316.3333333333333,417.3333333333333,1004.4673868815104,0.0,1848.0,1005.26904296875,0.0002213541107873116,1712.0,3.0,601916324.1818181,295212110.0,13200.90909090909,67.0,114.0,4.727272727272727,6424.0,18.0,601916369.3333334,295212205.6666667,11520.0,1523.8333333333333,-3.0,-5.666666666666666,-2.0,3741.0,-0.21033161133527756,1.1697443922360737,-1.5244707465171814,-0.032472907875974975,-0.05838430610795815,-0.024338526961704094,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.1666666666667,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862904538710912,0.019793900040288765,0.6529977321624756,-0.0013829620535640665,0.0011573295341804624,0.00039382280374411494,0.0,,-4.164135702922067e-10,2.0284122159708318e-09,1.3699407941381025e-08,0.0,1553444870404752.5,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016623507874707382,0.0173970324297746,0.027011749024192493,0.0,0.0,0.0,1.0
77535000.0,27.916666666666668,-74.91666666666667,-966.25,-0.9166666666666666,1.0,0.0,118.91666666666667,-28.0,505.9166666666667,22.583333333333336,-7.75,-1046.0,5.25,14.833333333333334,-1.25,138.0,-303.0,622.0833333333334,44.916666666666664,-73.91666666666667,-1008.0833333333334,-1.0,-0.16666666666666674,0.9166666666666666,-29.25,-316.1666666666667,417.1666666666667,1004.4660237630209,0.0,1848.5,1005.2699890136719,0.001165364480887849,1712.5,3.0,601916323.9,295212109.2,13193.0,67.2,114.0,4.7,6424.0,17.9,601916369.1666666,295212203.8333333,11520.0,1523.9166666666667,-3.0,-5.833333333333333,-2.0,3741.0,-0.2122027538716793,1.159939060608546,-1.524612158536911,-0.03249254605422417,-0.05941911942015091,-0.02440627586717407,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,1419.0,1494.0833333333333,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08629909778634708,0.0197826085301737,0.6529938578605652,-0.001441663456110594,0.001122433750424534,0.000358152981789317,0.0,,-1.682871175745504e-09,1.4531411074436562e-09,1.5229674465988552e-08,0.0,1553444870489847.8,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016476688751329977,0.01744302238027255,0.026855104913314182,0.0,0.0,0.0,1.0999999999999999
77635000.0,28.09090909090909,-74.81818181818181,-966.1818181818181,-0.9090909090909091,1.0,0.0,118.9090909090909,-28.181818181818183,505.72727272727275,22.727272727272727,-7.0,-1046.3636363636363,5.090909090909091,15.181818181818182,-1.1818181818181819,138.0,-303.09090909090907,622.0,45.0,-73.9090909090909,-1008.0909090909091,-0.9090909090909091,-0.18181818181818182,0.9090909090909091,-29.363636363636363,-316.27272727272725,417.09090909090907,1004.4655206853694,0.0,1849.5454545454545,1005.2702525745739,0.0014275566844100303,1713.4545454545455,3.0,601916323.8,295212109.4,13186.0,67.4,114.0,4.4,6424.0,17.8,601916368.8181819,295212200.8181818,11520.90909090909,1524.909090909091,-3.0,-5.909090909090909,-2.0,3741.090909090909,-0.21620151129635898,1.1432817740873857,-1.5256641019474377,-0.032610400495204056,-0.05974120782180266,-0.024677151644771748,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.090909090909,1419.0,1494.090909090909,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08632112700830806,0.01975915834984996,0.6530007232319225,-0.0013379450009035115,0.0010568374365737493,0.0003252720132216134,0.0,,-2.6137875449886135e-09,1.235400226562433e-09,1.6768926449437706e-08,0.0,1553444870668631.2,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.01629812236536633,0.017430787906050682,0.026869289746338672,0.0,0.0,0.0,1.2
77735000.0,28.181818181818183,-74.63636363636364,-966.3636363636364,-0.8181818181818181,1.0,0.0,118.81818181818181,-28.363636363636363,505.45454545454544,22.454545454545453,-7.0,-1045.7272727272727,5.181818181818182,15.363636363636363,-1.3636363636363638,138.0,-303.1818181818182,622.0,45.0,-73.81818181818181,-1008.1818181818181,-0.8181818181818181,-0.36363636363636365,0.8181818181818181,-29.727272727272727,-316.54545454545456,417.1818181818182,1004.4663807262074,0.0,1850.090909090909,1005.269570090554,0.0007457385178316724,1713.909090909091,3.0,601916323.7,295212109.6,13179.0,67.6,114.0,4.1,6424.0,17.7,601916368.6363636,295212199.6363636,11521.818181818182,1525.8181818181818,-3.0,-5.818181818181818,-2.0,3741.181818181818,-0.2183291261846369,1.1364298191937534,-1.5265746333382346,-0.032708616757934746,-0.05902848291126164,-0.024880278516899456,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.1818181818182,1419.0,1494.1818181818182,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0863345123150132,0.01974699967964129,0.6530114629051902,-0.0011755251431499014,0.0010261369064788926,0.00032806086660870773,0.0,,-2.278246308778426e-09,1.5929304542083855e-09,1.6777911908279333e-08,0.0,1553444870762319.5,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016266375102780083,0.01737256348133087,0.027040118690241467,0.0,0.0,0.0,1.3
77835000.0,28.272727272727273,-74.45454545454545,-966.5454545454545,-0.7272727272727273,1.0,0.0,118.72727272727273,-28.545454545454547,505.1818181818182,22.181818181818183,-7.0,-1045.090909090909,5.2727272727272725,15.545454545454545,-1.5454545454545454,138.0,-303.27272727272725,622.0,45.0,-73.72727272727273,-1008.2727272727273,-0.7272727272727273,-0.5454545454545454,0.7272727272727273,-30.09090909090909,-316.8181818181818,417.27272727272725,1004.4672407670455,0.0,1850.6363636363637,1005.2688876065341,6.392035125331449e-05,1714.3636363636363,3.0,601916323.6,295212109.8,13172.0,67.8,114.0,3.8,6424.0,17.6,601916368.4545455,295212198.45454544,11522.727272727272,1526.7272727272727,-3.0,-5.7272727272727275,-2.0,3741.2727272727275,-0.22045674107291482,1.1295778643001209,-1.5274851647290317,-0.03280683302066543,-0.058315758000720634,-0.02508340538902716,1.0,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.2727272727273,1419.0,1494.2727272727273,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08634789762171832,0.01973484100943262,0.6530222025784579,-0.0010131052853962915,0.000995436376384036,0.0003308497199958021,0.0,,-1.942705072568238e-09,1.950460681854338e-09,1.6786897367120964e-08,0.0,1553444870856007.8,5.0,9500.0,36.0,0.0,0.0,25.0,0.0,0.016234627840193836,0.01731433905661106,0.027210947634144264,0.0,0.0,0.0,1.4
